707.0,705,840,95,-2.0,2.0,446,12.0,0,0,,,,,
1,25,5,1256.0,1230,1400,90,31.0,26.0,446,12.0,0,0,9.0,0.0,5.0,0.0,17.0
1,25,5,1523.0,1505,1635,90,18.0,18.0,446,10.0,0,0,0.0,0.0,0.0,18.0,0.0
1,25,5,806.0,805,935,90,-1.0,1.0,446,11.0,0,0,,,,,
1,25,5,1747.0,1720,1850,90,34.0,27.0,446,7.0,0,0,6.0,0.0,7.0,0.0,21.0
1,25,5,1421.0,1355,1605,70,28.0,26.0,304,16.0,0,0,3.0,0.0,2.0,0.0,23.0
1,25,5,2252.0,2045,2250,65,122.0,127.0,304,10.0,0,0,0.0,0.0,0.0,0.0,122.0
1,25,5,1802.0,1755,2005,70,3.0,7.0,304,8.0,0,0,,,,,
1,25,5,734.0,735,940,65,-6.0,-1.0,304,11.0,0,0,,,,,
1,25,5,831.0,830,1040,70,-1.0,1.0,304,15.0,0,0,,,,,
1,25,5,1957.0,1940,2150,70,9.0,17.0,304,7.0,0,0,,,,,
1,25,5,1130.0,1120,1330,70,9.0,10.0,304,12.0,0,0,,,,,
1,25,5,632.0,630,840,70,2.0,2.0,304,18.0,0,0,,,,,
1,25,5,1516.0,1505,1715,70,13.0,11.0,304,14.0,0,0,,,,,
1,25,5,1607.0,1540,1750,70,23.0,27.0,304,9.0,0,0,0.0,0.0,0.0,0.0,23.0
1,25,5,2149.0,2135,2340,65,7.0,14.0,304,6.0,0,0,,,,,
1,25,5,1547.0,1225,1435,70,196.0,202.0,304,7.0,0,0,0.0,0.0,0.0,0.0,196.0
1,25,5,1939.0,1850,2100,70,49.0,49.0,304,13.0,0,0,5.0,0.0,0.0,0.0,44.0
1,25,5,1006.0,1005,1215,70,-1.0,1.0,304,9.0,0,0,,,,,
1,25,5,1006.0,955,1120,85,5.0,11.0,488,8.0,0,0,,,,,
1,25,5,1859.0,1845,2010,85,15.0,14.0,488,16.0,0,0,2.0,0.0,1.0,0.0,12.0
1,25,5,1110.0,1105,1540,155,-16.0,5.0,1129,7.0,0,0,,,,,
1,25,5,1645.0,1500,1630,90,109.0,105.0,447,13.0,0,0,0.0,0.0,109.0,0.0,0.0
1,25,5,1844.0,1705,1835,90,120.0,99.0,447,10.0,0,0,0.0,0.0,106.0,0.0,14.0
1,25,5,2212.0,2050,2220,90,88.0,82.0,447,13.0,0,0,0.0,0.0,74.0,0.0,14.0
1,25,5,1440.0,1230,1400,90,127.0,130.0,447,10.0,0,0,0.0,0.0,82.0,0.0,45.0
1,25,5,1141.0,835,1005,90,190.0,186.0,447,10.0,0,0,0.0,0.0,190.0,0.0,0.0
1,25,5,2126.0,1855,2025,90,150.0,151.0,447,5.0,0,0,0.0,0.0,150.0,0.0,0.0
1,25,5,,1120,1250,90,,,447,,1,0,,,,,
1,25,5,629.0,635,805,90,0.0,-6.0,447,15.0,0,0,,,,,
1,25,5,714.0,715,835,80,-3.0,-1.0,417,9.0,0,0,,,,,
1,25,5,1656.0,1635,1755,80,21.0,21.0,417,11.0,0,0,4.0,0.0,0.0,0.0,17.0
1,25,5,1533.0,1500,1620,80,31.0,33.0,417,8.0,0,0,10.0,0.0,0.0,0.0,21.0
1,25,5,957.0,955,1115,80,0.0,2.0,417,6.0,0,0,,,,,
1,25,5,1934.0,1920,2040,80,31.0,14.0,417,15.0,0,0,2.0,0.0,17.0,0.0,12.0
1,25,5,1140.0,1140,1305,85,-2.0,0.0,417,10.0,0,0,,,,,
1,25,5,1339.0,1305,1425,80,29.0,34.0,417,7.0,0,0,5.0,0.0,0.0,0.0,24.0
1,25,5,2200.0,2105,2225,80,50.0,55.0,417,7.0,0,0,0.0,0.0,5.0,0.0,45.0
1,25,5,1854.0,1750,1910,80,68.0,64.0,417,15.0,0,0,10.0,0.0,4.0,0.0,54.0
1,25,5,639.0,640,805,85,0.0,-1.0,417,17.0,0,0,,,,,
1,25,5,1336.0,1310,1445,95,11.0,26.0,480,7.0,0,0,,,,,
1,25,5,642.0,640,820,100,-13.0,2.0,480,13.0,0,0,,,,,
1,25,5,1132.0,1115,1250,95,14.0,17.0,480,13.0,0,0,,,,,
1,25,5,833.0,830,1005,95,-4.0,3.0,480,14.0,0,0,,,,,
1,25,5,1754.0,1700,1830,90,50.0,54.0,480,8.0,0,0,6.0,0.0,0.0,0.0,44.0
1,25,5,1430.0,1405,1535,90,20.0,25.0,480,8.0,0,0,1.0,0.0,0.0,0.0,19.0
1,25,5,2241.0,2210,2340,90,30.0,31.0,480,11.0,0,0,0.0,0.0,0.0,0.0,30.0
1,25,5,1202.0,1155,1330,95,5.0,7.0,480,8.0,0,0,,,,,
1,25,5,1625.0,1555,1725,90,34.0,30.0,480,16.0,0,0,6.0,0.0,4.0,0.0,24.0
1,25,5,1932.0,1930,2105,95,-4.0,2.0,480,16.0,0,0,,,,,
1,25,5,729.0,730,905,95,-10.0,-1.0,480,8.0,0,0,,,,,
1,25,5,1829.0,1805,1935,90,13.0,24.0,480,6.0,0,0,,,,,
1,25,5,1029.0,1005,1140,95,14.0,24.0,480,9.0,0,0,,,,,
1,25,5,1701.0,1530,1740,70,91.0,91.0,367,16.0,0,0,0.0,0.0,0.0,0.0,91.0
1,25,5,915.0,900,1110,70,17.0,15.0,367,19.0,0,0,0.0,0.0,2.0,0.0,15.0
1,25,5,1205.0,1145,1355,70,12.0,20.0,367,7.0,0,0,,,,,
1,25,5,1959.0,1955,2205,70,-5.0,4.0,367,8.0,0,0,,,,,
1,25,5,956.0,955,1200,125,-12.0,1.0,822,6.0,0,0,,,,,
1,25,5,1753.0,1710,1915,125,29.0,43.0,822,7.0,0,0,1.0,0.0,0.0,0.0,28.0
1,25,5,640.0,640,1045,185,-8.0,0.0,1407,9.0,0,0,,,,,
1,25,5,1358.0,1400,1805,185,-14.0,-2.0,1407,8.0,0,0,,,,,
1,25,5,1250.0,1245,1340,55,10.0,5.0,248,9.0,0,0,,,,,
1,25,5,2230.0,2015,2110,55,135.0,135.0,248,9.0,0,0,0.0,0.0,0.0,0.0,135.0
1,25,5,2131.0,2045,2140,55,40.0,46.0,248,6.0,0,0,0.0,0.0,0.0,0.0,40.0
1,25,5,1200.0,1155,1250,55,6.0,5.0,248,5.0,0,0,,,,,
1,25,5,912.0,915,1010,55,-4.0,-3.0,248,8.0,0,0,,,,,
1,25,5,2059.0,1945,2040,55,75.0,74.0,248,5.0,0,0,0.0,0.0,1.0,0.0,74.0
1,25,5,1749.0,1740,1835,55,10.0,9.0,248,7.0,0,0,,,,,
1,25,5,1057.0,1055,1150,55,6.0,2.0,248,7.0,0,0,,,,,
1,25,5,2114.0,2115,2210,55,-7.0,-1.0,248,5.0,0,0,,,,,
1,25,5,1543.0,1545,1640,55,0.0,-2.0,248,7.0,0,0,,,,,
1,25,5,744.0,745,840,55,-2.0,-1.0,248,8.0,0,0,,,,,
1,25,5,644.0,645,740,55,-6.0,-1.0,248,8.0,0,0,,,,,
1,25,5,1440.0,1415,1510,55,23.0,25.0,248,4.0,0,0,12.0,0.0,0.0,0.0,11.0
1,25,5,1449.0,1450,1545,55,0.0,-1.0,248,4.0,0,0,,,,,
1,25,5,1630.0,1620,1715,55,15.0,10.0,248,5.0,0,0,0.0,0.0,5.0,0.0,10.0
1,25,5,1136.0,1140,1210,90,5.0,-4.0,496,8.0,0,0,,,,,
1,25,5,1703.0,1650,1720,90,21.0,13.0,496,11.0,0,0,13.0,0.0,8.0,0.0,0.0
1,25,5,752.0,750,820,90,16.0,2.0,496,16.0,0,0,0.0,0.0,16.0,0.0,0.0
1,25,5,2021.0,1940,2010,90,42.0,41.0,496,7.0,0,0,0.0,0.0,1.0,0.0,41.0
1,25,5,2044.0,1820,1910,50,131.0,144.0,192,5.0,0,0,131.0,0.0,0.0,0.0,0.0
1,25,5,1614.0,1615,1705,50,16.0,-1.0,192,27.0,0,0,0.0,0.0,16.0,0.0,0.0
1,25,5,752.0,755,840,45,2.0,-3.0,192,11.0,0,0,,,,,
